doc_id	split	source_file	sha256_txt	match_confidence	match_reason	query_used	source_title	doi	pmid	pmcid	publication_year	journal	publisher	epmc_is_open_access	epmc_license	openalex_is_oa	openalex_oa_status	openalex_licenses	unpaywall_is_oa	unpaywall_oa_status	unpaywall_licenses	crossref_license_urls	source_text_decision	decision_rationale
67	train	0text67.txt	eb87366bf54d40253091e87ba2824bc6ba17eb0083593639235ed972e403daf2	manual_review	weak_title_or_query_match	Background Huntington's disease is a neurodegenerative disorder characterized by clinical alterations in the motor, behavioral, and cognitive domains.	From Balance to Breakdown: striatal PV interneurons in Huntington's disease and Autism Spectrum Disorder.	10.3389/fncel.2026.1717636	41809972	PMC12967942	2026	Frontiers in cellular neuroscience	Frontiers Media SA	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	manual_review	match_manual_review:weak_title_or_query_match; clear_permissive_licence:cc-by
77	train	0text77.txt	ec83ed840e5f240db4a9dd1d1c6389fdcc61d60cdeb44b8c3d1640823c9371e3	high	abstract_prefix_exact_match	"""DNA double-strand breaks (DSBs) are common events that were recognized as one of the most toxic lesions in eukaryotic cells."""	Emerging Perspectives on DNA Double-strand Breaks in Neurodegenerative Diseases.	10.2174/1570159x17666190726115623	31362659	PMC7057204	2019	Current neuropharmacology	Bentham Science Publishers Ltd.	Y	cc by-nc	True	bronze						manual_review	restrictive_cc_licence:cc-by-nc
80	test	0text80.txt	665f48252fed31a06d37c283d27825dd517c31101f53259e7563c20376121f1d	manual_review	weak_title_or_query_match	Background: When developed properly, disease-specific patient reported outcome measures have the potential to measure relevant changes in how a patient feels and functions in the context of a therapeutic trial.	An End-to-End Overview of Clinical Speech AI.	10.1109/taslpro.2026.3660470	41852931	PMC12994280	2026	IEEE transactions on audio, speech, and language processing (2025)	Institute of Electrical and Electronics Engineers (IEEE)	N		True	green	public-domain				https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html|https://doi.org/10.15223/policy-029|https://doi.org/10.15223/policy-037	manual_review	match_manual_review:weak_title_or_query_match; clear_permissive_licence:public-domain
81	train	0text81.txt	53a124bef6d95d4e1d4508079f947b816d2f3dcf3b3cae5c327eaf0b93415c18	manual_review	weak_title_or_query_match	"""Simple Summary Neurodegenerative diseases represent an important cause of morbidity and mortality worldwide."""	Endocannabinoid Modulation in Neurodegenerative Diseases: In Pursuit of Certainty.	10.3390/biology11030440	35336814	PMC8945712	2022	Biology	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	manual_review	match_manual_review:weak_title_or_query_match; clear_permissive_licence:cc-by
97	train	0text97.txt	76f7dcc25715686785c51ad24fcb39bffdb55f70046490e83bcb72895716dd38	manual_review	weak_title_or_query_match	BACKGROUND: Huntington's disease (HD) is a devastating neurodegenerative disorder characterized by a selective loss of striatal medium spiny projection neurons (MSNs).	AI-Enhanced Transcriptomic Discovery of Druggable Targets and Repurposed Therapies for Huntington's Disease.	10.3390/brainsci15080865	40867198	PMC12384083	2025	Brain sciences	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	manual_review	match_manual_review:weak_title_or_query_match; clear_permissive_licence:cc-by
99	train	0text99.txt	4cb17a10202e8799cc94d023c379140072c41051d91545226d87e9abdaf5d845	high	abstract_prefix_exact_match	"""Huntington's disease is a neurodegenerative disease caused by CAG repeat in the first exon of HTT (Huntingtin) gene, leading to abnormal form of Htt protein containing enlarged polyglutamine strands of variable length that stick together to"""	<i>In silico</i> designing of putative peptides for targeting pathological protein Htt in Huntington's disease.	10.1016/j.heliyon.2021.e06088	33659724	PMC7890153	2021	Heliyon	Elsevier BV	Y	cc by-nc-nd	True	gold	cc-by-sa				https://www.elsevier.com/tdm/userlicense/1.0/|https://www.elsevier.com/legal/tdmrep-license|http://creativecommons.org/licenses/by-nc-nd/4.0/	manual_review	restrictive_cc_licence:cc-by-nc-nd
101	train	0text101.txt	f906e84e577fcd165d971c33b62e09023b7823c35a374a1427a2e74ae720b02f	manual_review	weak_title_or_query_match	With a large and increasing elderly population, neurodegenerative diseases such as Parkinson?s disease (PD), Huntington disease (HD), Alzheimer?s disease (AD), Amyotrophic lateral sclerosis (ALS) and Multiple sclerosis (	Proteostasis disruption and lipid dyshomeostasis in neurodegeneration: exploring common druggable targets across sporadic and monogenic disorders.	10.3389/fnmol.2025.1681079	41210483	PMC12592146	2025	Frontiers in molecular neuroscience	Frontiers Media SA	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	manual_review	match_manual_review:weak_title_or_query_match; clear_permissive_licence:cc-by
103	train	0text103.txt	7fcfcc25a1c9a5f04b2856d530c3ff549e03c1ef96922aaaeb0308299654e193	no_match	0	As life expectancy increases worldwide, age-related neurodegenerative diseases will increasein parallel.The lack of effective treatment strategies may soonlead to an unprecedented health, social and economic crisis.																	manual_review	match_no_match:0; no_clear_redistribution_licence
108	train	0text108.txt	8ff87b1e8f48a5c3e01e08a0a14060721b063d3d5e494a82843b8a9437798079	manual_review	weak_title_or_query_match	Background: Huntington's disease (HD) is an inherited neurodegenerative disease and is characterized by atrophy of certain regions of the brain in a progressive manner.	Genetic Profiling of Huntington's Disease: Insights from CAG Repeat Analysis for Precision Diagnosis and Management.	10.29399/npa.29059	41777508	PMC12951509	2026	Noro psikiyatri arsivi	Turk Noropsikiyatri Dernegi	N		True	green						manual_review	match_manual_review:weak_title_or_query_match; no_clear_redistribution_licence
112	test	0text112.txt	ea1ba406f7c9c8757491e16bf85d25322112b3d6e9425a075fc7a25157ddb355	manual_review	weak_title_or_query_match	Huntington's disease (HD), as well as Parkinson's disease and Alzheimer's disease, belong to a group of neurodegenerative diseases characterized by common features, such as the progressive loss of neurons and the presenc	G. ACHARI PRIZE SESSION: ORAL PRESENTATION			PMC9045590	2021	Indian journal of pharmacology		Y	cc by-nc-sa								manual_review	match_manual_review:weak_title_or_query_match; restrictive_cc_licence:cc-by-nc-sa
113	train	0text113.txt	0216a83e9333ed3c8da9ae52bc95918bae5b3b10d6ab7975e4b7f2e7dd27ba12	high	abstract_prefix_exact_match	"""While the root causes for individual neurodegenerative diseases are distinct, many shared pathological features and mechanisms contribute to neurodegeneration across diseases."""	microRNA dysregulation in neurodegenerative diseases: A systematic review.	10.1016/j.pneurobio.2019.101664	31356849		2019	Progress in neurobiology	Elsevier BV	N		True	green					https://www.elsevier.com/tdm/userlicense/1.0/|https://www.elsevier.com/legal/tdmrep-license	manual_review	unclassified_licence:https://www.elsevier.com/legal/tdmrep-license|https://www.elsevier.com/tdm/userlicense/1.0
116	test	0text116.txt	a75a4de21d5fd48c1df826d23d81dfa1e4828bedfafd03ef4ce4d6d61742119e	manual_review	weak_title_or_query_match	Introduction Huntington's disease is a neurodegenerative disease that is characterized by motor dysfunction, behavioral/psychiatric symptoms, and cognitive impairment.	Late-Onset Huntington's Disease: A Case Report and Literature Review.	10.7759/cureus.102298	41755956	PMC12933508	2026	Cureus	Springer Science and Business Media LLC	Y	cc by	True	diamond	cc-by					manual_review	match_manual_review:weak_title_or_query_match; clear_permissive_licence:cc-by
118	val	0text118.txt	21313ac2a5027f274b89760a7d2c7073ef673d21e88f302f130a37af65662ad2	manual_review	weak_title_or_query_match	Background: Parkinson's disease (PD) and Huntington's disease (HD) are two neurodegenerative diseases affecting frontal-striatal function and memory ability.	Emerging roles of circular RNAs and enhancer RNAs: new insights into the development and management of neurodegenerative disorders.	10.1186/s40364-025-00886-9	41618467	PMC12895692	2026	Biomarker research	Springer Science and Business Media LLC	Y	cc by-nc-nd	True	gold	cc-by|cc-by-nc-nd|other-oa				https://creativecommons.org/licenses/by-nc-nd/4.0|https://creativecommons.org/licenses/by-nc-nd/4.0	manual_review	match_manual_review:weak_title_or_query_match; restrictive_cc_licence:cc-by-nc-nd
119	train	0text119.txt	420686650794a884640d9c090066bd424ad260fd73b99f07d7d23ae0c3d11ae0	manual_review	weak_title_or_query_match	Background Despite extensive research regarding the etiology of Huntington's disease, relatively little is known about the epidemiology of this rare disorder, particularly in the United States where there are no national	ABSTRACTS			PMC11925478	2025	Movement disorders clinical practice		N									manual_review	match_manual_review:weak_title_or_query_match; no_clear_redistribution_licence
120	val	0text120.txt	0d261319a55b983bb0d334c0d7d3274caf5699ea2a4d9a2f682a44c9d07a283c	manual_review	weak_title_or_query_match	Objective Huntington disease (HD) is an autosomal dominant neurodegenerative disease involving motor disturbances, cognitive decline and psychiatric symptoms.	Dysfunctions of sleep and the circadian rhythm in Huntington's disease.	10.3389/fneur.2025.1693307	41281562	PMC12634597	2025	Frontiers in neurology	Frontiers Media SA	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	manual_review	match_manual_review:weak_title_or_query_match; clear_permissive_licence:cc-by
125	train	0text125.txt	c5030fb821509c86aa8037afa99e5b92381a7b2a6cec8777953e52d2af7948c4	high	abstract_prefix_exact_match	"""Trans-neuronal propagation of mutant huntingtin protein contributes to the organised spread of cortico-striatal degeneration and disconnection in Huntington's disease (HD)."""	Network spread determines severity of degeneration and disconnection in Huntington's disease.	10.1002/hbm.24695	31187915	PMC6865500	2019	Human brain mapping	Wiley	N		True	green					http://onlinelibrary.wiley.com/termsAndConditions#vor	manual_review	unclassified_licence:http://onlinelibrary.wiley.com/termsandconditions#vor
126	val	0text126.txt	2a75ad47f43d920ec26c6f010cdfd2e28873491633b4122224f7b0ced4cddfe3	manual_review	weak_title_or_query_match	Autophagy is an evolutionally conserved process by which cytoplasmic contents including protein aggregates and damaged organelles such as mitochondria and lysosomes, are sequestered by double-membrane structure, autophag	Poster Sessions			PMC3458242	2012	Immunology		Y									manual_review	match_manual_review:weak_title_or_query_match; no_clear_redistribution_licence
127	test	0text127.txt	c2baa78d5bf6a88d5799fff5d7b27adb21fcf7057f68017677ceadc5d9279dec	high	abstract_prefix_exact_match	"""Huntington's disease (HD) is a heritable and fatal neurodegenerative disease characterized by a triad of motor, cognitive and neuropsychiatric symptoms."""	Irritability in Huntington's Disease.	10.3233/jhd-200397	32417789	PMC7369067	2020	Journal of Huntington's disease	SAGE Publications	Y	cc by-nc	True	hybrid	cc-by-nc				https://creativecommons.org/licenses/by-nc/4.0/	manual_review	restrictive_cc_licence:cc-by-nc
128	train	0text128.txt	5ade7a9696237ef721134f116efcb8e2da325175e63a2c8470c306b2c607518a	manual_review	weak_title_or_query_match	Neurodegenerative diseases are characterized by a progressive loss of neuronal structures and functions.	Adult Neurogenesis in Neurodegenerative Diseases: Mechanisms of Dysregulation in Alzheimer's and Parkinson's Disease.	10.3390/ijms27062742	41898603	PMC13026997	2026	International journal of molecular sciences	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	manual_review	match_manual_review:weak_title_or_query_match; clear_permissive_licence:cc-by
129	train	0text129.txt	c1c199dca0aed25056a2db6ec9fdcadf2c5300ce271b10303f7b600cab90d732	high	abstract_prefix_exact_match	"""The ubiquitin-proteasome system is the major pathway for the maintenance of protein homeostasis."""	Proteasome Subunits Involved in Neurodegenerative Diseases.	10.1016/j.arcmed.2020.09.007	32962866		2021	Archives of medical research	Elsevier BV	N		True	green					https://www.elsevier.com/tdm/userlicense/1.0/|https://www.elsevier.com/legal/tdmrep-license	manual_review	unclassified_licence:https://www.elsevier.com/legal/tdmrep-license|https://www.elsevier.com/tdm/userlicense/1.0
130	train	0text130.txt	26dc3b16714dbf798bf990b76ba65a5d48e044418257a8363c2aca06c7543235	high	abstract_prefix_exact_match	"""Neurodegenerative diseases, characterized by a progressive loss of brain function, affect the lives of millions of individuals worldwide."""	SQSTM1/p62: A Potential Target for Neurodegenerative Disease.	10.1021/acschemneuro.8b00516	30657305	PMC6712989	2019	ACS chemical neuroscience	American Chemical Society (ACS)	N		True	green					https://doi.org/10.15223/policy-029|https://doi.org/10.15223/policy-037|https://doi.org/10.15223/policy-045	manual_review	unclassified_licence:https://doi.org/10.15223/policy-029|https://doi.org/10.15223/policy-037|https://doi.org/10.15223/policy-045
132	test	0text132.txt	beccb604948719b2125ddf730f335da703f3735454bcb44d6f0d4f00e82baf5b	manual_review	weak_title_or_query_match	Huntington's disease (HD) is a rare, incurable, inherited neurodegenerative disorder manifested by chorea, hyperkinetic, and hypokinetic movements.	Recent developments in the management of Huntington's disease.	10.1016/j.bioorg.2022.105642	35121553		2022	Bioorganic chemistry	Elsevier BV	N		False	closed					https://www.elsevier.com/tdm/userlicense/1.0/|https://www.elsevier.com/legal/tdmrep-license|https://doi.org/10.15223/policy-017|https://doi.org/10.15223/policy-037|https://doi.org/10.15223/policy-012|https://doi.org/10.15223/policy-029|https://doi.org/10.15223/policy-004	manual_review	match_manual_review:weak_title_or_query_match; oa_status_not_redistributable:closed
133	test	0text133.txt	e7f9ad788569b5426fa2277d05fae7c077dac69010040744ff054c6879bdca4c	manual_review	weak_title_or_query_match	Apathy is one of the most frequent, disabling and difficult to treat non-motor symptoms manifesting in many neurodegenerative diseases, particularly in Parkinson disease and Huntington disease.	ABSTRACTS FOR E-POSTERS			PMC12945384	2026	Indian journal of psychiatry		Y	cc by-nc-sa								manual_review	match_manual_review:weak_title_or_query_match; restrictive_cc_licence:cc-by-nc-sa
136	val	0text136.txt	d721f6008540e7e6898ccddda41582ac6bba2850fcbcf2c97dde9c7d97f36e26	manual_review	weak_title_or_query_match	Neurodegenerative diseases are conditions characterized by irreversible loss of neurons and loss of cognitive and motor function, mostly occurring in elderly people.	Neuroinflammation and Oxidative Stress in Parkinson's Disease, Alzheimer's Disease, and COVID-19: Microglia-Neutrophil Interaction.	10.1021/acsomega.5c10397	41696228	PMC12902863	2026	ACS omega	American Chemical Society (ACS)	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	manual_review	match_manual_review:weak_title_or_query_match; clear_permissive_licence:cc-by
140	test	0text140.txt	7ce494d3bce0fa3c9685905f7de28f8e7c327f89dd9a4e7231bf7d95b652bc36	high	abstract_prefix_exact_match	"""The growing and rapid development of high-throughput sequencing technologies have allowed a greater understanding of the mechanisms underlying gene expression regulation."""	Long-noncoding RNAs as epigenetic regulators in neurodegenerative diseases.	10.4103/1673-5374.358615	36453400	PMC9838156	2023	Neural regeneration research	Medknow	Y	cc by-nc-sa	True	gold	cc-by|cc-by-nc-sa|other-oa					manual_review	restrictive_cc_licence:cc-by-nc-sa
141	train	0text141.txt	55542a67055e72d020401d9ddc0c86d500202df2b5374eeb909c7adfd6f0c302	high	abstract_prefix_exact_match	"""In recent decades, our understanding of the molecular changes involved in neurodegenerative diseases has been transformed."""	Single-cell Transcriptional Changes in Neurodegenerative Diseases.	10.1016/j.neuroscience.2021.10.025	34748859		2021	Neuroscience	Elsevier BV	N	cc by-nc-nd	True	hybrid	cc-by|cc-by-nc-nd|other-oa				https://www.elsevier.com/tdm/userlicense/1.0/|https://www.elsevier.com/legal/tdmrep-license|http://creativecommons.org/licenses/by-nc-nd/4.0/	manual_review	restrictive_cc_licence:cc-by-nc-nd
142	train	0text142.txt	0a0a9a8f819f784825656e1cd4dc16b78f339785915b6c33d550e71609116e11	manual_review	weak_title_or_query_match	Cardiac impairment contributes significantly to the mortality associated with several neurodegenerative diseases, such as Alzheimer's disease (AD), Parkinson's disease (PD), and Huntington's disease (HD), primarily recog	Abstracts of the 52nd Annual Conference of the Italian Society of Neurology.	10.1007/s10072-022-06531-9	36454442	PMC9713129	2022	Neurological sciences : official journal of the Italian Neurological Society and of the Italian Society of Clinical Neurophysiology	Springer Science and Business Media LLC	Y		True	bronze	other-oa				https://www.springernature.com/gp/researchers/text-and-data-mining|https://www.springernature.com/gp/researchers/text-and-data-mining	manual_review	match_manual_review:weak_title_or_query_match; oa_status_not_redistributable:bronze
143	train	0text143.txt	6f75274a2d406075d9b79088093609198dbd6ccc2c06269eeda949dc14b6aa96	manual_review	weak_title_or_query_match	Huntington's disease (HD) is a debilitating inherited neurodegenerative disorder characterized by motor, cognitive and psychiatric deficits.	Overview of Huntington's Disease and Emerging Treatment Strategies: A Narrative Review.	10.7759/cureus.98243	41480464	PMC12755283	2025	Cureus	Springer Science and Business Media LLC	Y	cc by	True	diamond	cc-by					manual_review	match_manual_review:weak_title_or_query_match; clear_permissive_licence:cc-by
145	train	0text145.txt	b874ed5d1f1cd2ae941eff6f5dfd35815d74bb0a749fc97499c2b57c66e6b0c6	high	abstract_prefix_exact_match	"""Huntington's disease (HD) is an incurable neurodegenerative disorder caused by CAG trinucleotide expansions in the huntingtin gene."""	Interleukin-6 deficiency exacerbates Huntington's disease model phenotypes.	10.1186/s13024-020-00379-3	32448329	PMC7247164	2020	Molecular neurodegeneration	Springer Science and Business Media LLC	Y	cc by	True	gold	cc-by|cc-by-nc|cc-by-sa				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	manual_review	restrictive_cc_licence:cc-by-nc
146	train	0text146.txt	7af77594e4601c2ad940ab731202d084b97657af3c6e6a7fd9dba49aff65cf1b	manual_review	weak_title_or_query_match	Increased reactive oxygen species production and oxidative stress have been implicated in the pathogenesis of numerous neurodegenerative conditions including among others Alzheimer's disease, Parkinson's disease, Hunting	Modeling diseases of aging in larval zebrafish, a paradoxical yet powerful strategy.	10.1093/genetics/iyag027	41804872	PMC13050203	2026	Genetics	Oxford University Press (OUP)	Y	cc by	True	hybrid	cc-by				https://creativecommons.org/licenses/by/4.0/	manual_review	match_manual_review:weak_title_or_query_match; clear_permissive_licence:cc-by
147	train	0text147.txt	4adcabf67071841bb2d1e9179457a2526dd045889241f079c99a4c6165058e23	high	abstract_prefix_exact_match	"""Orexin is a neurotransmitter that mainly regulates sleep/wake cycle."""	Orexins role in neurodegenerative diseases: From pathogenesis to treatment.	10.1016/j.pbb.2020.172929	32315694		2020	Pharmacology, biochemistry, and behavior	Elsevier BV	N		True	green					https://www.elsevier.com/tdm/userlicense/1.0/|https://www.elsevier.com/legal/tdmrep-license	manual_review	unclassified_licence:https://www.elsevier.com/legal/tdmrep-license|https://www.elsevier.com/tdm/userlicense/1.0
148	train	0text148.txt	3eb817b754d6d6edf45b7df153396e9d30c234d3b77623a4d838d2fe5f9afe32	manual_review	weak_title_or_query_match	A Westphal variant of Huntington's disease (HD) is an infrequent presentation of this inherited neurodegenerative disorder.	Huntington's Disease: A Report of an Interesting Case and Literature Review.	10.7759/cureus.55443	38567236	PMC10986899	2024	Cureus	Springer Science and Business Media LLC	Y	cc by	True	diamond	cc-by					manual_review	match_manual_review:weak_title_or_query_match; clear_permissive_licence:cc-by
149	train	0text149.txt	4d7340464f7ed0277d466534ad454cb5b1bbb0d5345430f92597ef67fb2d7cf0	manual_review	weak_title_or_query_match	In this review, we summarize the available published information on the neuroprotective effects of increasing nicotinamide adenine dinucleotide (NAD(+)) levels in Huntington's disease models.	Non-canonical cell death in neurodegeneration: emerging mechanisms and therapeutic Frontiers.	10.1007/s10495-026-02260-y	41699331	PMC12909434	2026	Apoptosis : an international journal on programmed cell death	Springer Science and Business Media LLC	Y	cc by	True	hybrid	cc-by				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	manual_review	match_manual_review:weak_title_or_query_match; clear_permissive_licence:cc-by
150	train	0text150.txt	50ef4b6b0e1fa38b72245e333be7fc1ce14e6cef11d053f0ee485705f7ae27fa	no_match	0	SinceCaenorhabditis eleganswas first introduced as a genetic model organism by Sydney Brenner, researchers studying it have made significant contributions in numerous fields including investigations of the pathophysiolog																	manual_review	match_no_match:0; no_clear_redistribution_licence
159	train	0text159.txt	15e8b3d5dc7d7db0ddad74ed29c58d4d21c4473894509406bf502a14687caf96	high	abstract_prefix_exact_match	"""Mesenchymal stem cells (MSCs) are multipotent stem cells that have multilinear differentiation and self-renewal abilities."""	Manipulated Mesenchymal Stem Cells Applications in Neurodegenerative Diseases.	10.15283/ijsc19031	32114741	PMC7119211	2020	International journal of stem cells	Korean Society for Stem Cell Research	Y	cc by-nc	True	diamond	cc-by-nc|other-oa				http://creativecommons.org/licenses/by-nc/4.0/	manual_review	restrictive_cc_licence:cc-by-nc
160	train	0text160.txt	fa261579277f53f0ca81bf7e78f9c5b5899ca636dcb41ddc94e51b6726631bbf	manual_review	weak_title_or_query_match	Huntington's disease (HD) is a fatal neurodegenerative disorder caused by an abnormal CAG repeat expansion in the HTT gene, that produces a mutant protein thought to directly cause brain cell damage.	Advances in gene and cellular therapeutic approaches for Huntington's disease.	10.1093/procel/pwae042	39121016	PMC12120246	2025	Protein & cell	Oxford University Press (OUP)	Y	cc by	True	diamond	cc-by				https://creativecommons.org/licenses/by/4.0/	manual_review	match_manual_review:weak_title_or_query_match; clear_permissive_licence:cc-by
162	test	0text162.txt	a340d5315ad39a9ccb4043780a5c5c0f0cd4a8584cce6c7a9b10eeff8edb5204	manual_review	weak_title_or_query_match	Introduction Neurodegenerative diseases, such as Alzheimer's disease, Parkinson's disease, Huntington's disease, amyotrophic lateral sclerosis and prion disease represent important public health concerns.	Melatonin as a Guardian of Mitochondria: Mechanisms and Therapeutic Potential in Neurodegenerative Diseases.	10.3390/biology15020189	41594924	PMC12837538	2026	Biology	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	manual_review	match_manual_review:weak_title_or_query_match; clear_permissive_licence:cc-by
164	train	0text164.txt	879482c6aaf3a71294c7d82d525f67b00f2f1ddbd6e5dc1036de1ad38e8c48e2	high	abstract_prefix_exact_match	"""Gangliosides are cell membrane components, most abundantly in the central nervous system (CNS) where they exert among others neuro-protective and -restorative functions."""	Gangliosides: Treatment Avenues in Neurodegenerative Disease.	10.3389/fneur.2019.00859	31447771	PMC6691137	2019	Frontiers in neurology	Frontiers Media SA	Y	cc by	True	gold	cc-by|cc-by-nc-nd|cc-by-sa				https://creativecommons.org/licenses/by/4.0/	manual_review	restrictive_cc_licence:cc-by-nc-nd
