doc_id	split	source_file	sha256_txt	match_confidence	match_reason	query_used	source_title	doi	pmid	pmcid	publication_year	journal	publisher	epmc_is_open_access	epmc_license	openalex_is_oa	openalex_oa_status	openalex_licenses	unpaywall_is_oa	unpaywall_oa_status	unpaywall_licenses	crossref_license_urls	source_text_decision	decision_rationale
67	train	0text67.txt	eb87366bf54d40253091e87ba2824bc6ba17eb0083593639235ed972e403daf2	high	abstract_phrase_match	"""prospectively recruited premanifest and symptomatic Huntington's disease mutation carriers as well as healthy controls. Clinical and sociodemographic data"" || ""showed decreased network connectivity within the posterior hubs of the default-mode network and the medial prefrontal cortex, changes"" || ""burden scores (t = -2.35, P = 0.01). Dynamic analyses showed that network variability was decreased for default-central"" || Background Huntington's disease is a neurodegenerative disorder characterized by clinical alterations in the motor, behavioral, and cognitive domains"	Structure and Dynamics of Large-Scale Cognitive Networks in Huntington's Disease.	10.1002/mds.28839	34752656		2022	Movement disorders : official journal of the Movement Disorder Society	Wiley	N	cc by	True	hybrid	cc-by				http://creativecommons.org/licenses/by/4.0/	include_text	clear_permissive_licence:cc-by
76	train	0text76.txt	f3c1bf0e90c7b6070e2f94dcbbe77aee81d4407f79c12850be94323fa56a7cec	high	abstract_prefix_exact_match	"""Huntington's disease is a neurodegenerative disorder involving psychiatric, cognitive and motor symptoms"" || ""Huntington's disease is a neurodegenerative disorder involving psychiatric, cognitive and motor symptoms. Huntington's disease is caused by a tandem-repeat expansion in the huntingtin gene, which is widely expressed throughout the brain and"" || ""Huntington's disease is a neurodegenerative disorder involving psychiatric, cognitive and motor symptoms. Huntington's disease is caused by a"" || ""evidence of gut microbiome disruption in preclinical and clinical Huntington's disease, its potential as a target for therapeutic"" || ""is potentially due to the more pronounced changes in the structure, composition and instability of the gut microbial"" || ""future therapeutic approaches, including FMT and other forms of gut microbiome modulation, as potential clinical interventions for Huntington's"" || Huntington's disease is a neurodegenerative disorder involving psychiatric, cognitive and motor symptoms"	Faecal microbiota transplant ameliorates gut dysbiosis and cognitive deficits in Huntington's disease mice.	10.1093/braincomms/fcac205	36035436	PMC9400176	2022	Brain communications	Oxford University Press (OUP)	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text	clear_permissive_licence:cc-by
81	train	0text81.txt	53a124bef6d95d4e1d4508079f947b816d2f3dcf3b3cae5c327eaf0b93415c18	high	abstract_phrase_match	"""Simple Summary Neurodegenerative diseases represent an important cause of morbidity and mortality worldwide"" || ""Simple Summary Neurodegenerative diseases represent an important cause of morbidity and mortality worldwide. Existing therapeutic options are limited"" || ""scientific work. The current work focusses its attention on the importance and implications of this system and its"" || ""and inflammatory diseases of the CNS. These are typically associated with several neurological disorders. These diseases have fundamental"" || ""vanilloid 1 (TRPV1)), endogenous ligands and enzymes that synthesize and degrade endocannabinoids (ECBs). Recent studies revealed the involvement"" || Simple Summary Neurodegenerative diseases represent an important cause of morbidity and mortality worldwide"	Endocannabinoid Modulation in Neurodegenerative Diseases: In Pursuit of Certainty.	10.3390/biology11030440	35336814	PMC8945712	2022	Biology	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text	clear_permissive_licence:cc-by
90	train	0text90.txt	6b52308fdcd88acec5c667cce7eb68a4a8a34bc2eb313222884d82a3573b27b0	high	abstract_prefix_exact_match	"""Neurodegenerative diseases, including Alzheimer's, Parkinson's, Huntington's, and amyotrophic lateral sclerosis, are characterized by a progressive loss of selective neuron subtypes in the central nervous system (CNS)"" || ""Neurodegenerative diseases, including Alzheimer's, Parkinson's, Huntington's, and amyotrophic lateral sclerosis, are characterized by a progressive loss of selective"" || ""the initiation and development of these diseases, accumulating evidence shows that impaired mitochondrial function is a prominent and"" || ""the CNS heavily rely on mitochondrial integrity. Many aspects of mitochondrial dysfunction are manifested in neurodegenerative diseases, including"" || ""Herein, we briefly summarize the molecular basis of mitoQC, including mitochondrial proteostasis, biogenesis, dynamics, and organelle degradation. We"" || Neurodegenerative diseases, including Alzheimer's, Parkinson's, Huntington's, and amyotrophic lateral sclerosis, are characterized by a progressive loss of selective neuron subtypes in the central nervous system (CNS)"	Abnormal Mitochondrial Quality Control in Neurodegenerative Diseases.	10.3389/fncel.2020.00138	32655368	PMC7324542	2020	Frontiers in cellular neuroscience	Frontiers Media SA	Y	cc by	False	closed					https://creativecommons.org/licenses/by/4.0/	include_text	clear_permissive_licence:cc-by
97	train	0text97.txt	76f7dcc25715686785c51ad24fcb39bffdb55f70046490e83bcb72895716dd38	high	abstract_phrase_match	"""patients and rodent models have been demonstrated to have reduced levels of PDYN transcripts and the neuropeptide dynorphin"" || ""from HD patients (n = 16), matched controls (n = 55), and patients with other neurodegenerative disorders (n"" || BACKGROUND: Huntington's disease (HD) is a devastating neurodegenerative disorder characterized by a selective loss of striatal medium spiny projection neurons (MSNs)"	Cerebrospinal Fluid Levels of Prodynorphin-Derived Peptides are Decreased in Huntington's Disease.	10.1002/mds.28300	33006791		2021	Movement disorders : official journal of the Movement Disorder Society	Wiley	N	cc by	False	closed					http://creativecommons.org/licenses/by/4.0/	include_text	clear_permissive_licence:cc-by
100	train	0text100.txt	9ac9a88687e96a80902ad73979adff8b0749628233cafcf4c3455cb39b67a4da	high	abstract_prefix_exact_match	"""Huntington's disease (HD) is an inherited neurodegenerative disorder that usually starts during midlife with progressive alterations of motor and cognitive functions"" || ""Huntington's disease (HD) is an inherited neurodegenerative disorder that usually starts during midlife with progressive alterations of motor"" || ""within the huntingtin gene leading to severe striatal neurodegeneration. Recent studies conducted on pre-HD children highlight early striatal"" || ""of when during development do the first disease-related striatal alterations emerge and whether they contribute to the later"" || ""this review we will describe the different stages of striatal network development and then discuss recent evidence for"" || Huntington's disease (HD) is an inherited neurodegenerative disorder that usually starts during midlife with progressive alterations of motor and cognitive functions"	Striatal Circuit Development and Its Alterations in Huntington’s Disease	10.20944/preprints202005.0488.v1			2020		MDPI AG	N	cc by	True	green	cc-by|other-oa				http://creativecommons.org/licenses/by/4.0	include_text	clear_permissive_licence:cc-by
101	train	0text101.txt	f906e84e577fcd165d971c33b62e09023b7823c35a374a1427a2e74ae720b02f	high	abstract_phrase_match	"""major and growing health problem. During the past few decades, the elderly population has grown 2.5 % every"" || ""major risk factor for most of the neurodegenerative disorders. Polyphenolic compounds such as flavonols have shown therapeutic potential"" || ""review, evidence for the beneficial neuroprotective effect of multiple flavonols is discussed and their multifactorial cellular pathways for"" || With a large and increasing elderly population, neurodegenerative diseases such as Parkinson?s disease (PD), Huntington disease (HD), Alzheimer?s disease (AD), Amyotrophic lateral sclerosis (ALS) and Multiple sclerosis ("	Mechanistic new insights of flavonols on neurodegenerative diseases.	10.1016/j.biopha.2021.111253	33545661		2021	Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie	Elsevier BV	N	cc by	True	gold	cc-by				https://www.elsevier.com/tdm/userlicense/1.0/|https://www.elsevier.com/legal/tdmrep-license|http://creativecommons.org/licenses/by/4.0/	include_text	clear_permissive_licence:cc-by
104	test	0text104.txt	0c7b4b4d355e4fbe25779dcb929afc5abf8064927cd9d6ab11a138acf27bb1d4	high	abstract_prefix_exact_match	"""Huntington disease (HD) is an inherited neurodegenerative disease characterized by a clinical triad of motor, psychiatric and cognitive symptoms"" || ""Huntington disease (HD) is an inherited neurodegenerative disease characterized by a clinical triad of motor, psychiatric and cognitive"" || ""the non-pathogenic huntingtin protein. Deficits in synaptic plasticity, including hippocampal long-term potentiation (LTP), have been identified in various"" || ""heterozygous and homozygous huntingtin mutations, we quantified basal synaptic connectivity, presynaptic release probability, presynaptically mediated post-tetanic potentiation (PTP)"" || ""to disease progression than deficits in postsynaptic LTP, and heterozygous mice were more susceptible to an LTP deficit"" || Huntington disease (HD) is an inherited neurodegenerative disease characterized by a clinical triad of motor, psychiatric and cognitive symptoms"	The Onset and Progression of Hippocampal Synaptic Plasticity Deficits in the Q175FDN Mouse Model of Huntington Disease.	10.3389/fncel.2019.00326	31379510	PMC6650530	2019	Frontiers in cellular neuroscience	Frontiers Media SA	Y	cc by	True	gold	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0/	include_text	clear_permissive_licence:cc-by|cc-by-sa
105	train	0text105.txt	6e1697aba20edcaec01b4c45a67b7d7475f4e0c53199fce024d6f00f465b1e4d	high	abstract_prefix_exact_match	"""Berberine, as a natural alkaloid compound, is characterized by a diversity of pharmacological effects"" || ""Berberine, as a natural alkaloid compound, is characterized by a diversity of pharmacological effects. In recent years, many researches focused on the role of berberine in central nervous system diseases. Among them, the effect of berberine"" || ""Berberine, as a natural alkaloid compound, is characterized by a diversity of pharmacological effects. In recent years, many"" || ""of berberine in central nervous system diseases. Among them, the effect of berberine on neurodegenerative diseases has received"" || ""inhibits the production of neuroinflammation, oxidative, and endoplasmic reticulum stress. These effects can further reduce neuron damage and"" || ""apoptosis. Although the current research has made some progress, its specific mechanism still needs to be further explored"" || Berberine, as a natural alkaloid compound, is characterized by a diversity of pharmacological effects"	Berberine: A Promising Treatment for Neurodegenerative Diseases.	10.3389/fphar.2022.845591	35668943	PMC9164284	2022	Frontiers in pharmacology	Frontiers Media SA	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text	clear_permissive_licence:cc-by
107	train	0text107.txt	786e57bd2e906f8bd1ce0140c22c73a2b9f74115e0a352e8d8fd6be6c76fd422	high	abstract_phrase_match	"""Animal models of human neurodegenerative disease have been investigated for several decades"" || ""Animal models of human neurodegenerative disease have been investigated for several decades. In recent years, zebrafish (Danio rerio)"" || ""neurodegenerative diseases due to their small size, the optical clarity of embryos, their fast development, and their suitability"" || ""such as Parkinson's, Huntington's, and Alzheimer's, were constructed in zebrafish and medaka. These studies proved that zebrafish and"" || ""exhibit similar neurodegenerative phenotypes to human beings. Therefore, fish are a suitable model for the investigation of pathologic"" || Animal models of human neurodegenerative disease have been investigated for several decades"	Zebrafish and Medaka: Important Animal Models for Human Neurodegenerative Diseases.	10.3390/ijms221910766	34639106	PMC8509648	2021	International journal of molecular sciences	MDPI AG	Y	cc by	True	gold	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0/	include_text	clear_permissive_licence:cc-by|cc-by-sa
110	train	0text110.txt	999db2b375b9507473e86713d9dc6b4ff98d042e17f0388f2ae3b9e897157b12	high	abstract_prefix_exact_match	"""Neurodegenerative diseases (NDs), such as Alzheimer's disease (AD), Parkinson's disease (PD), Huntington's disease (HD), and amyotrophic lateral sclerosis (ALS), are disorders characterized by progressive degeneration of the nervous system"" || ""Neurodegenerative diseases (NDs), such as Alzheimer's disease (AD), Parkinson's disease (PD), Huntington's disease (HD), and amyotrophic lateral sclerosis"" || ""NDs. Meanwhile, numerous studies conducted on human and animal models over the past decades have showed that exercises"" || ""regulated by exercise on NDs and their mechanisms. Myokines could exert beneficial effects on NDs through a variety"" || ""to provide a novel strategy for treating NDs, for which there are no adequate treatments nowadays. To date"" || Neurodegenerative diseases (NDs), such as Alzheimer's disease (AD), Parkinson's disease (PD), Huntington's disease (HD), and amyotrophic lateral sclerosis (ALS), are disorders characterized by progressive degeneration of"	Physical Exercise-Induced Myokines in Neurodegenerative Diseases.	10.3390/ijms22115795	34071457	PMC8198301	2021	International journal of molecular sciences	MDPI AG	Y	cc by	True	gold	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0/	include_text	clear_permissive_licence:cc-by|cc-by-sa
114	train	0text114.txt	8475aeabee85784bcd9ea2ac4c6ba3d69d1730f6dd82e8265f1aa6fd7c1542df	high	abstract_prefix_exact_match	"""Huntington disease (HD) is a neurodegenerative disease associated with polyglutamine expansion in the protein huntingtin (HTT)"" || ""Huntington disease (HD) is a neurodegenerative disease associated with polyglutamine expansion in the protein huntingtin (HTT). Although the length of the polyglutamine repeat correlates with age at disease onset and severity, psychological"" || ""Huntington disease (HD) is a neurodegenerative disease associated with polyglutamine expansion in the protein huntingtin (HTT). Although the"" || ""disease modifiers. Mitochondrial dysfunction and metabolic deregulation are both associated with the HD but, despite multi-omics characterization of"" || ""therefore, carried out. Our analysis showed a considerable overlap of deregulated metabolic pathways. Further, the multi-omics analysis showed"" || Huntington disease (HD) is a neurodegenerative disease associated with polyglutamine expansion in the protein huntingtin (HTT)"	Integrated multi-omics analysis of Huntington disease identifies pathways that modulate protein aggregation.	10.1242/dmm.049492	36052548	PMC10655815	2022	Disease models & mechanisms	The Company of Biologists	Y	cc by	True	gold	cc-by				http://creativecommons.org/licenses/by/4.0	include_text	clear_permissive_licence:cc-by
115	test	0text115.txt	63b262b99f1f46d08e73cc34fbd7bc737b8fe6e89e4c7d13a3c96e6bd3182dda	high	abstract_prefix_exact_match	"""The distinguishing pathogenic features of neurodegenerative diseases include mitochondrial dysfunction and derived reactive oxygen species generation"" || ""The distinguishing pathogenic features of neurodegenerative diseases include mitochondrial dysfunction and derived reactive oxygen species generation. The neural tissue is highly sensitive to oxidative stress and this is a prominent factor"" || ""The distinguishing pathogenic features of neurodegenerative diseases include mitochondrial dysfunction and derived reactive oxygen species generation. The neural"" || ""factor in both chronic and acute neurodegeneration. Based on this, therapeutic strategies using antioxidant molecules towards redox equilibrium"" || ""tested in neurodegeneration as adjunctive therapies. However, other types of antioxidants, including hormones, such as the widely used"" || ""used in different neurodegenerative contexts. This review highlights the most relevant mitochondrial antioxidant targets in the main neurodegenerative"" || The distinguishing pathogenic features of neurodegenerative diseases include mitochondrial dysfunction and derived reactive oxygen species generation"	Antioxidant Therapeutic Strategies in Neurodegenerative Diseases.	10.3390/ijms23169328	36012599	PMC9409201	2022	International journal of molecular sciences	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	include_text	clear_permissive_licence:cc-by
121	val	0text121.txt	08830039a277d101fc28e720c43596357be6165ac8f2de15463dda4bf5a009ef	high	abstract_prefix_exact_match	"""Neurodegenerative diseases (NDDs), such as Alzheimer's disease, Parkinson's disease, and Huntington's disease, are disorders, which cause irreversible and progressive deterioration of the central nervous system"" || ""Neurodegenerative diseases (NDDs), such as Alzheimer's disease, Parkinson's disease, and Huntington's disease, are disorders, which cause irreversible and progressive deterioration of the central nervous system. The pathophysiology of NDDs"" || ""Neurodegenerative diseases (NDDs), such as Alzheimer's disease, Parkinson's disease, and Huntington's disease, are disorders, which cause irreversible and"" || ""fully explained; nevertheless, oxidative stress is considered as a critical mediator of cerebral degeneration, brain inflammation, as well"" || ""promising to use this biomaterial in the diagnosis of NDDs. Saliva collection is easy, cheap, stress-free, and non-infectious"" || ""the concentrations of many salivary redox biomarkers correlate with their content in blood serum as well as the"" || Neurodegenerative diseases (NDDs), such as Alzheimer's disease, Parkinson's disease, and Huntington's disease, are disorders, which cause irreversible and progressive deterioration of the central nervous system"	Salivary Redox Biomarkers in Selected Neurodegenerative Diseases.	10.3390/jcm9020497	32059422	PMC7074092	2020	Journal of clinical medicine	MDPI AG	Y	cc by	True	gold	cc-by|cc-by-sa				https://creativecommons.org/licenses/by/4.0/	include_text	clear_permissive_licence:cc-by|cc-by-sa
122	train	0text122.txt	6522ebfa9be97e239d3ea776ff0862b55c4c282cc6f2983fe96e4a05837807d0	high	abstract_prefix_exact_match	"""Neurodegenerative diseases represent a large group of disorders characterized by gradual loss of neurons and functions of the central nervous systems"" || ""Neurodegenerative diseases represent a large group of disorders characterized by gradual loss of neurons and functions of the"" || ""of neurodegenerative diseases is currently untreatable, and only some symptomatic drugs are available which efficacy is usually very"" || ""neurodegenerative diseases is tubulin cytoskeleton. On the other hand, its changes, both structural and functional, can considerably influence"" || ""different than primary tubulinopathies (caused by mutations in genes encoding the components of the tubulin cytoskeleton), especially Alzheimer's"" || Neurodegenerative diseases represent a large group of disorders characterized by gradual loss of neurons and functions of the central nervous systems"	Tubulin Cytoskeleton in Neurodegenerative Diseases-not Only Primary Tubulinopathies.	10.1007/s10571-022-01304-6	36352320	PMC10287795	2023	Cellular and molecular neurobiology	Springer Science and Business Media LLC	Y	cc by	True	hybrid	cc-by				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	include_text	clear_permissive_licence:cc-by
