doc_id	split	source_file	sha256_txt	match_confidence	match_reason	query_used	source_title	doi	pmid	pmcid	publication_year	journal	publisher	epmc_is_open_access	epmc_license	openalex_is_oa	openalex_oa_status	openalex_licenses	unpaywall_is_oa	unpaywall_oa_status	unpaywall_licenses	crossref_license_urls	source_text_decision	decision_rationale
1002	train	0text1002.txt	059509213ebba98332e5a9501ec1aea6a23bb923963ea49c83e75c5a340ec9d6	manual_review	no_abstract_text_support	Gabrielli et al. show that microglial extracellular vesicles carrying amyloid-beta (A beta-EVs) move along axons and propagate synaptic dysfunction in the mouse brain in vitro	Emerging Roles of Extracellular Vesicles in Alzheimer's Disease: Focus on Synaptic Dysfunction and Vesicle-Neuron Interaction.	10.3390/cells12010063	36611856	PMC9818402	2022	Cells	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	manual_review	match_manual_review:no_abstract_text_support; clear_permissive_licence:cc-by
1017	train	0text1017.txt	4ca78299ae897b27b6d334fe2e49194365069dcd9a4fac18eeae3189c8657b36	manual_review	no_abstract_text_support	"""in cell-cell communication. Neuron-derived and ganglioside-enriched EVs capture amyloid-ss protein, a major AD agent, and transport it into"" || ""with a DNA oligonucleotide-labeled Ass antibody. Fluorescence signals for individual EVs were then counted using an invasive cleavage"" || ""sera of AD model mice. The idICA levels of Ass-associated EVs in blood gradually increased from 3- to"" || Background The protracted preclinical stage of Alzheimer's disease (AD) provides the opportunity for early intervention to prevent the disease; however, the lack of minimally invasive and easily detectable biomarkers and"	Immuno-digital invasive cleavage assay for analyzing Alzheimer's amyloid ß-bound extracellular vesicles.	10.1186/s13195-022-01073-w	36184615	PMC9528138	2022	Alzheimer's research & therapy	Springer Science and Business Media LLC	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	manual_review	match_manual_review:no_abstract_text_support; clear_permissive_licence:cc-by
1028	train	0text1028.txt	4eb894577ebda6f22cce4d24e85732422892d40be1c769523911e3c75238db34	manual_review	no_abstract_text_support	"""Background Previous research has revealed that KIBRA controls secretion of extracellular vesicles (EVs) by inhibiting the proteasomal degradation"" || ""the endosomal-lysosomal system. Methods We generated KIBRA knockout mice on a 5XFAD background and KIBRA knockdown cells in"""	KIBRA regulates amyloid β metabolism by controlling extracellular vesicles secretion.	10.1016/j.ebiom.2022.103980	35367771	PMC8983338	2022	EBioMedicine	Elsevier BV	Y	cc by-nc-nd	True	gold	cc-by|cc-by-nc-nd				https://www.elsevier.com/tdm/userlicense/1.0/|https://www.elsevier.com/legal/tdmrep-license|http://creativecommons.org/licenses/by-nc-nd/4.0/	manual_review	match_manual_review:no_abstract_text_support; restrictive_cc_licence:cc-by-nc-nd
1031	val	0text1031.txt	d867d1f90a953e0e724983159c352d0dd76364690f9bfc3fa1806398ad5f4f90	manual_review	no_abstract_text_support	"""Introduction: In brain, extracellular vesicles (EVs) play an essential role in the neuron-glia interface and ensure the crosstalk between the brain and the periphery"" || ""Introduction: In brain, extracellular vesicles (EVs) play an essential role in the neuron-glia interface and ensure the crosstalk"" || Introduction: In brain, extracellular vesicles (EVs) play an essential role in the neuron-glia interface and ensure the crosstalk between the brain and the periphery"	Apolipoprotein E4-driven effects on inflammatory and neurotrophic factors in peripheral extracellular vesicles from cognitively impaired, no dementia participants who converted to Alzheimer's disease.	10.1002/trc2.12124	33537405	PMC7842191	2021	Alzheimer's & dementia (New York, N. Y.)	Wiley	Y	cc by-nc-nd	True	gold	cc-by-nc-nd|cc-by-sa|other-oa				http://creativecommons.org/licenses/by-nc-nd/4.0/	manual_review	match_manual_review:no_abstract_text_support; restrictive_cc_licence:cc-by-nc-nd
1040	train	0text1040.txt	e8845d5dbb1af35c577f5e52cf09e8bda49e21c8ddd5a82d6b6220ae5d6ab3d6	manual_review	no_abstract_text_support	A beta metabolism in the brain is mediated by endocytosis, one part of the intracellular membrane trafficking system	Disruption of Synaptic Vesicle Trafficking in Alzheimer's and Parkinson's Disease: Mechanisms and Therapeutic Implication.	10.3390/ijms27073089	41977275	PMC13073225	2026	International journal of molecular sciences	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	manual_review	match_manual_review:no_abstract_text_support; clear_permissive_licence:cc-by
1110	train	0text1110.txt	af1d59bf382d665204592985a2f5fc76eb2088fc3232bfc17626d91e0777f531	manual_review	no_abstract_text_support	"""Introduction Intellectual disability, accelerated aging, and early-onset Alzheimer-like neurodegeneration are key brain pathological features of Down syndrome (DS)"" || ""Introduction Intellectual disability, accelerated aging, and early-onset Alzheimer-like neurodegeneration are key brain pathological features of Down syndrome (DS). Although growing research aims at the identification of molecular pathways"" || ""trajectory of DS population, data on infants and adolescents with DS are missing. Methods Neuronal-derived extracellular vesicles (nEVs)"" || Introduction Intellectual disability, accelerated aging, and early-onset Alzheimer-like neurodegeneration are key brain pathological features of Down syndrome (DS)"	Aberrant crosstalk between insulin signaling and mTOR in young Down syndrome individuals revealed by neuronal-derived extracellular vesicles.	10.1002/alz.12499	34812584	PMC10131479	2022	Alzheimer's & dementia : the journal of the Alzheimer's Association	Wiley	Y	cc by-nc	True	hybrid	cc-by|cc-by-nc|other-oa				http://creativecommons.org/licenses/by-nc/4.0/	manual_review	match_manual_review:no_abstract_text_support; restrictive_cc_licence:cc-by-nc
1138	train	0text1138.txt	f4a7abe0e6b3fe7b3afc83909c7643b36d4e168fa4bf49765f3f7901e32b49ce	manual_review	no_abstract_text_support	Background and Objectives Variants of the apolipoprotein E (APOE) gene are the greatest known risk factors for sporadic Alzheimer disease (AD)	Structural Analysis of Missense Mutations on the Stability of APOE3 and APOE4.	10.3390/genes16121509	41465183	PMC12732417	2025	Genes	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	manual_review	match_manual_review:no_abstract_text_support; clear_permissive_licence:cc-by
1151	train	0text1151.txt	f452edcc5044cc97a1642e4c241b3f383d7f61b226e9e1d680f4172faeb8041b	manual_review	no_abstract_text_support	"""enhance brain ketone metabolism, improve cognitive performance and engage AD pathogenic cascades is scarce. Objectives To investigate the"" || ""25 g of KME or isocaloric placebo consumed three times daily for 28 days. Outcomes Primary: concentration of"" || ""stool microbiome. Discussion This is the first study to investigate the AD-biomarker and cognitive effects of KME in"" || Background Ketone bodies have been proposed as an energy rescue for the Alzheimer's disease (AD) brain, which underutilizes glucose"	Ketone Ester Effects on Biomarkers of Brain Metabolism and Cognitive Performance in Cognitively Intact Adults ≥ 55 Years Old. A Study Protocol for a Double-Blinded Randomized Controlled Clinical Trial.	10.14283/jpad.2022.3	35098974	PMC9359666	2022	The journal of prevention of Alzheimer's disease	Elsevier BV	N	cc by-nc-nd	True	diamond					https://www.elsevier.com/tdm/userlicense/1.0/|https://www.elsevier.com/legal/tdmrep-license|http://creativecommons.org/licenses/by-nc-nd/4.0/	manual_review	match_manual_review:no_abstract_text_support; restrictive_cc_licence:cc-by-nc-nd
1242	train	0text1242.txt	72a50e9000fb48e338d0b4ec1ee66a361255c44810a10f41bd79478ecebf579e	manual_review	no_abstract_text_support	"""of OPC proliferation and differentiation. Treatment with XAV939 decreased the expression of Gli1. Transfection of miR-202-3p mimic attenuated"""	Interleukin‑1β attenuates the proliferation and differentiation of oligodendrocyte precursor cells through regulation of the microRNA‑202‑3p/β‑catenin/Gli1 axis.	10.3892/ijmm.2020.4648	32582975		2020	International journal of molecular medicine	Spandidos Publications	N		True	bronze						manual_review	match_manual_review:no_abstract_text_support; oa_status_not_redistributable:bronze
1306	train	0text1306.txt	49c04389a3ebdbec95d2efc76bffe4243b6de6e106d83b116d2bd755df7716b5	manual_review	no_abstract_text_support	"""Background Peptidylarginine deiminase 2 (PAD2) mediates the post-translational conversion of arginine residues in proteins to citrullines and is highly expressed in the central nervous system (CNS)"" || ""Background Peptidylarginine deiminase 2 (PAD2) mediates the post-translational conversion of arginine residues in proteins to citrullines and is"" || ""+/- SD; 6.4 +/- 2.2), followed closely by astrocytes (5.5 +/- 2.6), microglia/macrophages (4.5 +/- 3.5), and oligodendrocyte"" || Background Peptidylarginine deiminase 2 (PAD2) mediates the post-translational conversion of arginine residues in proteins to citrullines and is highly expressed in the central nervous system (CNS)"	Peptidylarginine Deiminase 2 Autoantibodies Are Linked to Less Severe Disease in Multiple Sclerosis and Post-treatment Lyme Disease.	10.3389/fneur.2022.874211	35734473	PMC9207393	2022	Frontiers in neurology	Frontiers Media SA	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	manual_review	match_manual_review:no_abstract_text_support; clear_permissive_licence:cc-by
1384	train	0text1384.txt	04541374fb6e22e76fa203deb85661e0f08fa31d7e1a36d49a25e4211504c0be	manual_review	no_abstract_text_support	In Alzheimer's disease, amyloid plaque formation is associated with the focal death of oligodendrocytes and soluble amyloid beta impairs the survival of oligodendrocytes in vitro	Glial Cells as Key Mediators in the Pathophysiology of Neurodegenerative Diseases.	10.3390/ijms27020884	41596533	PMC12841554	2026	International journal of molecular sciences	MDPI AG	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	manual_review	match_manual_review:no_abstract_text_support; clear_permissive_licence:cc-by
1413	train	0text1413.txt	696a71eeb5920d7dee9ee909ab412fbf72858b06e0ea96561bff316882e05073	manual_review	no_abstract_text_support	"""(RRMS) (n = 68) or secondary progressive MS (SPMS) (n = 15) underwent CCM and optical coherence tomography"" || ""= 0.003) was higher. In patients with SPMS compared with controls, CNFD (p < 0.001), CNFL (p ="" || ""= 0.008) and RNFL (p = 0.002) in RRMS; in CNFD (p = 0.04) and CNBD (p ="""	Corneal axonal loss as an imaging biomarker of neurodegeneration in multiple sclerosis: a longitudinal study.	10.1177/17562864221118731	36776530	PMC9909084	2023	Therapeutic advances in neurological disorders	SAGE Publications	Y	cc by-nc	True	gold	cc-by|cc-by-nc				https://creativecommons.org/licenses/by-nc/4.0/	manual_review	match_manual_review:no_abstract_text_support; restrictive_cc_licence:cc-by-nc
1417	train	0text1417.txt	a9f4a03d5de9cd8b154f30ef9c404db021739d8b8bc580bdd6903828db00a0a6	manual_review	no_abstract_text_support	"""Background Multiple sclerosis (MS) has two pathophysiological processes, one inflammatory and the other degenerative"" || ""Background Multiple sclerosis (MS) has two pathophysiological processes, one inflammatory and the other degenerative. We investigated the relationship between active lesions on magnetic resonance imaging showing the inflammatory phase in MS"" || ""Background Multiple sclerosis (MS) has two pathophysiological processes, one inflammatory and the other degenerative. We investigated the relationship"" || ""follow-up and to reveal the period in which disease-modifying treatments are effective with serum parameters. Methods One hundred"" || ""to the platelet X neutrophil/lymphocyte ratio formula. Results NLR, MLR, PLR and SII values were found to be"" || ""active lesions were 1.53, 0.18, 117.15, and 434.45 for NLR, MLR PLR and SII, respectively. Conclusions We found"" || Background Multiple sclerosis (MS) has two pathophysiological processes, one inflammatory and the other degenerative"	The role of systemic ımmune ınflammatory ındex in showing active lesion ın patients with multiple sclerosis : SII and other inflamatuar biomarker in radiological active multiple sclerosis patients.	10.1186/s12883-023-03101-0	36765289	PMC9912215	2023	BMC neurology	Springer Science and Business Media LLC	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	manual_review	match_manual_review:no_abstract_text_support; clear_permissive_licence:cc-by
1431	train	0text1431.txt	2b2df4e585b632f3542c8b29869ea1a46c5991fb4a98b268978bd1edcd59b4ee	manual_review	no_abstract_text_support	"""Background Juvenile-onset Huntington's disease (JOHD) is a rare and particularly devastating form of Huntington's disease (HD) for which clinical diagnosis is challenging and robust outcome measures are lacking"" || ""Background Juvenile-onset Huntington's disease (JOHD) is a rare and particularly devastating form of Huntington's disease (HD) for which clinical diagnosis is challenging and robust outcome measures are lacking. Neurofilament light protein"" || ""Background Juvenile-onset Huntington's disease (JOHD) is a rare and particularly devastating form of Huntington's disease (HD) for which"" || ""plasma has emerged as a prognostic biomarker for adult-onset HD. Methods We performed a retrospective analysis of samples"" || ""quantify plasma NfL concentrations using ultrasensitive immunoassay. Results We report elevated plasma NfL concentrations in JOHD and premanifest"" || ""predicted onset and patients with JOHD, plasma NfL level was associated with caudate and putamen volumes. Conclusions Quantifying"" || Background Juvenile-onset Huntington's disease (JOHD) is a rare and particularly devastating form of Huntington's disease (HD) for which clinical diagnosis is challenging and robust outcome measures are lacking"	Neurofilament Light Protein as a Potential Blood Biomarker for Huntington's Disease in Children.	10.1002/mds.29027	35437792	PMC9308659	2022	Movement disorders : official journal of the Movement Disorder Society	Wiley	N	cc by	True	hybrid	cc-by				http://creativecommons.org/licenses/by/4.0/	manual_review	match_manual_review:no_abstract_text_support; clear_permissive_licence:cc-by
1437	train	0text1437.txt	4099b68950bb37542e5616c3af300363d6c0bf3ada41c13b599c647780a28090	manual_review	no_abstract_text_support	"""Introduction Synaptic dysfunction and degeneration is one of the earliest events in Alzheimer's disease (AD) and the best correlate of cognitive decline"" || ""Introduction Synaptic dysfunction and degeneration is one of the earliest events in Alzheimer's disease (AD) and the best correlate of cognitive decline. Thus, identification and validation of biomarkers reflecting synaptic degeneration to"" || ""Introduction Synaptic dysfunction and degeneration is one of the earliest events in Alzheimer's disease (AD) and the best"" || ""biomarkers reflecting synaptic degeneration to be used as prognostic biomarkers are greatly needed. Method Solid-phase extraction and parallel"" || ""(n = 37). Results Increased concentrations of beta-synuclein, gamma-synuclein, neurogranin, phosphatidylethanolamine-binding protein 1, and 14-3-3 proteins were observed"" || ""while neuronal pentraxin-2 and neuronal pentraxin receptor were decreased. Discussion We have established a method with a novel"" || Introduction Synaptic dysfunction and degeneration is one of the earliest events in Alzheimer's disease (AD) and the best correlate of cognitive decline"	Cerebrospinal fluid biomarker panel for synaptic dysfunction in Alzheimer's disease.	10.1002/dad2.12179	33969172	PMC8087978	2021	Alzheimer's & dementia (Amsterdam, Netherlands)	Wiley	Y	cc by-nc-nd	True	gold	cc-by-nc-nd|cc-by-sa|other-oa				http://creativecommons.org/licenses/by-nc-nd/4.0/	manual_review	match_manual_review:no_abstract_text_support; restrictive_cc_licence:cc-by-nc-nd
1464	train	0text1464.txt	92fd7cef6789a0daf9941b1bef2efec2bfc6ded00d8c9660725cd2bd8361249a	manual_review	no_abstract_text_support	"""Introduction We examined longitudinal cerebrospinal fluid (CSF) Alzheimer's disease (AD) biomarker changes among cognitively normal individuals with 10.7 years follow-up, on average"" || ""Introduction We examined longitudinal cerebrospinal fluid (CSF) Alzheimer's disease (AD) biomarker changes among cognitively normal individuals with 10.7 years follow-up, on average. Methods Analyses included 278 participants (M age = 57.5"" || ""Introduction We examined longitudinal cerebrospinal fluid (CSF) Alzheimer's disease (AD) biomarker changes among cognitively normal individuals with 10.7"" || Introduction We examined longitudinal cerebrospinal fluid (CSF) Alzheimer's disease (AD) biomarker changes among cognitively normal individuals with 10.7 years follow-up, on average"	Longitudinal CSF Alzheimer's disease biomarker changes from middle age to late adulthood.	10.1002/dad2.12374	36415591	PMC9673459	2022	Alzheimer's & dementia (Amsterdam, Netherlands)	Wiley	Y	cc by-nc	True	gold	other-oa				http://creativecommons.org/licenses/by-nc/4.0/	manual_review	match_manual_review:no_abstract_text_support; restrictive_cc_licence:cc-by-nc
1467	train	0text1467.txt	b88eeeeae7e3bee30c0768ffca7b27284fbe876309a42be89b1b3f5eae0a3dda	manual_review	no_abstract_text_support	Introduction Despite increasing evidence of a role of rare genetic variation in the risk of Alzheimer's disease (AD), limited attention has been paid to its contribution to AD-related biomarker traits indicative of AD-re	Genomic Insights into Dementia: Precision Medicine and the Impact of Gene-Environment Interaction.	10.14336/ad.2024.0322	38607741	PMC11346410	2024	Aging and disease	Aging and Disease	Y	cc by	True	gold	cc-by					manual_review	match_manual_review:no_abstract_text_support; clear_permissive_licence:cc-by
1472	train	0text1472.txt	00cb1871cfeefbc735a2ff5ea931bd3d1af4e5ba522c8a549ac740ec99044124	manual_review	no_abstract_text_support	"""Introduction Although many lesion-based MRI biomarkers in multiple sclerosis (MS) patients were investigated, none of the previous studies dealt with the signal intensity variations (SIVs) of MS lesions"" || ""Introduction Although many lesion-based MRI biomarkers in multiple sclerosis (MS) patients were investigated, none of the previous studies"" || ""were assessed. Methods Twenty seven MS patients were included in this prospective study. IR-UTE, FLAIR, and MPRAGE sequences"" || ""(EDSS). Cortical/gray matter, subcortical, infratentorial, and spinal lesions were excluded. Results The mean diameter of the lesions was"" || Introduction Although many lesion-based MRI biomarkers in multiple sclerosis (MS) patients were investigated, none of the previous studies dealt with the signal intensity variations (SIVs) of MS lesions"	The signal intensity variation of multiple sclerosis (MS) lesions on magnetic resonance imaging (MRI) as a potential biomarker for patients' disability: A feasibility study.	10.3389/fnins.2023.1145251	36992852	PMC10040653	2023	Frontiers in neuroscience	Frontiers Media SA	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0/	manual_review	match_manual_review:no_abstract_text_support; clear_permissive_licence:cc-by
1498	test	0text1498.txt	2ad77e3c326b5c00b3975a4adfa56f90c28753b60126d3f9bd7d75f480977045	manual_review	no_abstract_text_support	"""Introduction Loss of entorhinal cortex (EC) layer II neurons represents the earliest Alzheimer's disease (AD) lesion in the brain"" || ""Introduction Loss of entorhinal cortex (EC) layer II neurons represents the earliest Alzheimer's disease (AD) lesion in the"" || ""EC (aLEC) and the posteromedial EC (pMEC). Methods We use joint label fusion to obtain aLEC and pMEC"" || ""longitudinal associations among cortical thickness, disease status, and cognitive measures. Results Group status is reliably predicted by aLEC"" || Introduction Loss of entorhinal cortex (EC) layer II neurons represents the earliest Alzheimer's disease (AD) lesion in the brain"	Anterolateral entorhinal cortex thickness as a new biomarker for early detection of Alzheimer's disease.	10.1002/dad2.12068	32875052	PMC7447874	2020	Alzheimer's & dementia (Amsterdam, Netherlands)	Wiley	Y	cc by-nc	True	gold	cc-by|cc-by-nc|cc-by-sa|other-oa				http://creativecommons.org/licenses/by-nc/4.0/|http://creativecommons.org/licenses/by-nc/4.0/|http://doi.wiley.com/10.1002/tdm_license_1.1	manual_review	match_manual_review:no_abstract_text_support; restrictive_cc_licence:cc-by-nc
1500	val	0text1500.txt	6d0390d3c2451afed072ceab3aaecbcd1ff2cfdf691040f1fdfb6bce46857090	manual_review	no_abstract_text_support	Objective To determine whether the Alzheimer disease (AD) dementia conversion-related pattern (ADCRP) on [F-18]FDG PET can serve as a valid predictor for the development of AD dementia, the individual expression of the A	Validation of the Alzheimer Disease Dementia Conversion-Related Pattern as an ATN Biomarker of Neurodegeneration.	10.1212/wnl.0000000000011521	33408150	PMC8589294	2021	Neurology	Ovid Technologies (Wolters Kluwer Health)	N		True	green	other-oa					manual_review	match_manual_review:no_abstract_text_support; unclassified_licence:other-oa
1561	train	0text1561.txt	f4edd793ffb601650221f523038df492ee7fc4fd5918d0c4d5d25e716340255a	manual_review	no_abstract_text_support	Background: Aberrant amyloid-beta (A beta) deposition in the brain occurs two decades prior to the manifestation of Alzheimer's disease (AD) clinical symptoms and therefore brain A beta load measured using PET serves as	Special Issue: Abstracts of the 11&lt;sup&gt;th&lt;/sup&gt; Congress of the European Academy of Neurology, Helsinki, Finland.	10.1111/ene.70193	40542608	PMC12822484	2025	European journal of neurology	Wiley	Y	cc by	True	gold	cc-by				http://creativecommons.org/licenses/by/4.0/	manual_review	match_manual_review:no_abstract_text_support; clear_permissive_licence:cc-by
1584	train	0text1584.txt	d728152188d2a1b22c2752045f02dc6afb56f7ded498ea763e7031ab8a0dc786	manual_review	no_abstract_text_support	"""were obtained after .632 bootstrapping for all three parameters. Receiver operating characteristic analysis indicated very similar areas under"" || Background A reduced amyloid-beta (A beta)42/40 peptide ratio in blood plasma represents a peripheral biomarker of the cerebral amyloid pathology observed in Alzheimer's disease brains"	Is plasma amyloid-β 1-42/1-40 a better biomarker for Alzheimer's disease than AβX-42/X-40?	10.1186/s12987-022-00390-4	36461122	PMC9719149	2022	Fluids and barriers of the CNS	Springer Science and Business Media LLC	Y	cc by	True	gold	cc-by				https://creativecommons.org/licenses/by/4.0|https://creativecommons.org/licenses/by/4.0	manual_review	match_manual_review:no_abstract_text_support; clear_permissive_licence:cc-by
